Date,Province,District,Ga.Pa/Na.Pa.,Ward,Protected Area,Confidence,Lat,Lon,YEAR,DOY,T2M_MIN,T2M_MAX,T2M,QV2M,RH2M,PRECTOTCORR,WS10M,WD2M,GWETTOP,GWETROOT
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,76,27.243,84.829,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,72,27.378,84.757,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,62,27.388,84.844,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,77,27.365,84.734,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,41,27.368,84.759,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,70,27.364,84.81,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,80,27.336,84.847,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,68,27.338,84.859,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,62,27.342,84.896,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,29,27.27,84.805,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/25/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,53,27.271,84.812,2021,84,20.83,35.54,27.47,3.6,16.81,0.0,6.09,283.38,0.18,0.35
3/24/2021,bagmati,Makawanpur,Chitawan National Park,99,Chitwan National Park,65,27.46,84.713,2021,83,18.55,32.36,24.65,5.07,25.62,0.0,4.97,276.94,0.27,0.35
3/24/2021,bagmati,Makawanpur,Chitawan National Park,99,Chitwan National Park,46,27.485,84.698,2021,83,18.55,32.36,24.65,5.07,25.62,0.0,4.97,276.94,0.27,0.35
3/24/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,18,27.516,84.522,2021,83,22.32,36.09,28.34,4.76,20.56,0.0,5.55,277.94,0.21,0.35
3/24/2021,bagmati,Chitwan,Madi,8,Chitwan National Nikunja Intermediate Region,38,27.376,84.38,2021,83,22.32,36.09,28.34,4.76,20.56,0.0,5.55,277.94,0.21,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,88,27.561,84.68,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,57,27.525,84.219,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,42,27.523,84.523,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,15,27.513,84.524,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,71,27.513,84.611,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,39,27.52,84.673,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,26,27.487,84.497,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,56,27.488,84.509,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,45,27.434,84.469,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,53,27.442,84.541,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,64,27.444,84.553,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,47,27.423,84.459,2021,84,18.94,34.3,26.19,3.72,18.5,0.0,4.77,271.5,0.2,0.35
3/25/2021,Gandaki,Nawalpur,Chitawan National Park,99,Chitwan National Park,64,27.487,83.917,2021,84,1.92,14.12,7.41,3.11,37.25,0.0,2.82,177.44,0.34,0.4
3/25/2021,Gandaki,Nawalpur,Binayee Tribeni,6,Chitwan National Nikunja Intermediate Region,55,27.486,83.906,2021,84,1.92,14.12,7.41,3.11,37.25,0.0,2.82,177.44,0.34,0.4
3/25/2021,bagmati,Makawanpur,Chitawan National Park,99,Chitwan National Park,45,27.463,84.713,2021,84,16.04,30.8,22.55,3.91,22.94,0.0,3.91,275.31,0.26,0.35
3/25/2021,bagmati,Makawanpur,Parsa Wildlife Reserve,99,Parsa National Park,37,27.485,84.812,2021,84,16.04,30.8,22.55,3.91,22.94,0.0,3.91,275.31,0.26,0.35
3/25/2021,bagmati,Makawanpur,Manahari,9,Parsa National Park,33,27.418,84.811,2021,84,16.04,30.8,22.55,3.91,22.94,0.0,3.91,275.31,0.26,0.35
3/25/2021,bagmati,Makawanpur,Manahari,3,Parsa National Nikunja Intermediate Region,35,27.464,84.892,2021,84,16.04,30.8,22.55,3.91,22.94,0.0,3.91,275.31,0.26,0.35
3/25/2021,bagmati,Makawanpur,Manahari,4,Parsa National Nikunja Intermediate Region,33,27.454,84.886,2021,84,16.04,30.8,22.55,3.91,22.94,0.0,3.91,275.31,0.26,0.35
3/26/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,6,27.454,84.58,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,38,27.448,84.62,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,20,27.434,84.576,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,27,27.408,84.703,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,40,27.277,84.791,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,58,27.319,84.789,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,41,27.311,84.741,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,22,27.309,84.729,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,41,27.416,84.751,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,54,27.351,84.865,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,55,27.352,84.817,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,72,27.318,84.951,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,70,27.316,84.965,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,58,27.27,84.8,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,26,27.274,84.794,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,65,27.311,84.931,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,45,27.318,84.937,2021,85,18.98,35.73,26.51,3.42,16.94,0.0,4.49,278.94,0.17,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,86,27.535,84.648,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,91,27.533,84.661,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,35,27.51,84.614,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,56,27.526,84.654,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,58,27.512,84.623,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,18,27.484,84.606,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,17,27.529,84.633,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,39,27.532,84.638,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,39,27.442,84.475,2021,85,17.98,34.78,25.65,3.66,18.69,0.0,3.2,257.44,0.2,0.35
3/26/2021,Gandaki,Nawalpur,Chitawan National Park,99,Chitwan National Park,15,27.503,83.915,2021,85,2.23,17.0,8.79,2.87,31.75,0.0,2.83,137.56,0.33,0.4
3/26/2021,Gandaki,Nawalpur,Chitawan National Park,99,Chitwan National Park,67,27.502,83.922,2021,85,2.23,17.0,8.79,2.87,31.75,0.0,2.83,137.56,0.33,0.4
3/26/2021,Gandaki,Nawalpur,Madhyabindu,12,Chitwan National Nikunja Intermediate Region,50,27.577,83.932,2021,85,2.23,17.0,8.79,2.87,31.75,0.0,2.83,137.56,0.33,0.4
3/27/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,10,27.461,84.565,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,61,27.359,84.692,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,46,27.381,84.719,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,60,27.376,84.618,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,93,27.385,84.616,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,58,27.425,84.633,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,62,27.39,84.779,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,48,27.257,84.747,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,68,27.256,84.737,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,63,27.272,84.786,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,91,27.266,84.746,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,92,27.265,84.736,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,66,27.281,84.784,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,48,27.31,84.922,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,57,27.29,84.782,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,80,27.318,84.788,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,63,27.32,84.74,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,78,27.404,84.746,2021,86,19.4,36.3,27.29,3.91,17.94,0.0,2.73,234.25,0.16,0.35
3/27/2021,bagmati,Makawanpur,Chitawan National Park,99,Chitwan National Park,44,27.489,84.693,2021,86,18.16,31.76,24.05,4.21,21.69,0.0,2.36,184.62,0.25,0.34
3/27/2021,bagmati,Makawanpur,Parsa Wildlife Reserve,99,Parsa National Park,47,27.484,84.786,2021,86,18.16,31.76,24.05,4.21,21.69,0.0,2.36,184.62,0.25,0.34
3/27/2021,bagmati,Makawanpur,Manahari,9,Parsa National Nikunja Intermediate Region,65,27.462,84.831,2021,86,18.16,31.76,24.05,4.21,21.69,0.0,2.36,184.62,0.25,0.34
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,25,27.477,84.546,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,45,27.467,84.476,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,46,27.513,84.673,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,83,27.512,84.663,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,100,27.51,84.653,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,32,27.531,84.67,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,31,27.525,84.63,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,73,27.514,84.549,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,52,27.513,84.539,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,66,27.516,84.498,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,38,27.514,84.488,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,37,27.547,84.074,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,64,27.424,84.5,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,76,27.422,84.48,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,75,27.42,84.47,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/27/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,27,27.443,84.435,2021,86,19.71,34.89,26.58,4.03,18.81,0.0,2.47,184.5,0.19,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,57,27.529,84.396,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,58,27.485,84.571,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,21,27.451,84.646,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,74,27.508,84.553,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,76,27.517,84.493,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,34,27.519,84.483,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,53,27.535,84.435,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,63,27.54,84.404,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,46,27.51,84.658,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,15,27.448,84.64,2021,87,20.36,35.79,27.83,4.94,21.25,0.0,2.43,197.69,0.18,0.35
3/28/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,25,27.404,84.631,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,72,27.413,84.633,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,48,27.414,84.623,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,79,27.406,84.736,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,43,27.267,84.739,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,30,27.269,84.729,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,81,27.275,84.747,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,83,27.277,84.737,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,43,27.311,84.931,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,57,27.342,84.912,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,63,27.39,84.722,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,12,27.431,84.751,2021,87,21.37,37.55,28.73,4.46,19.06,0.0,2.42,231.0,0.16,0.35
3/28/2021,Gandaki,Nawalpur,Chitawan National Park,99,Chitwan National Park,34,27.507,83.94,2021,87,3.37,15.17,8.69,4.09,43.69,0.0,2.85,155.06,0.31,0.4
3/28/2021,Gandaki,Nawalpur,Madhyabindu,12,Chitwan National Nikunja Intermediate Region,63,27.574,83.922,2021,87,3.37,15.17,8.69,4.09,43.69,0.0,2.85,155.06,0.31,0.4
3/9/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,52,27.551,84.424,2021,68,17.54,33.02,24.49,4.88,26.44,1.62,2.91,169.94,0.27,0.36
3/9/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,83,27.541,84.426,2021,68,17.54,33.02,24.49,4.88,26.44,1.62,2.91,169.94,0.27,0.36
3/9/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,59,27.543,84.438,2021,68,17.54,33.02,24.49,4.88,26.44,1.62,2.91,169.94,0.27,0.36
3/9/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,16,27.42,84.529,2021,68,17.54,33.02,24.49,4.88,26.44,1.62,2.91,169.94,0.27,0.36
3/5/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,47,27.54,84.239,2021,64,16.43,33.3,23.69,3.48,20.81,0.09,4.12,284.69,0.27,0.36
3/15/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,73,27.554,84.253,2021,74,17.84,32.75,24.3,5.31,29.81,0.0,2.48,236.81,0.32,0.37
3/15/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,74,27.551,84.259,2021,74,17.84,32.75,24.3,5.31,29.81,0.0,2.48,236.81,0.32,0.37
3/15/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,74,27.558,84.272,2021,74,17.84,32.75,24.3,5.31,29.81,0.0,2.48,236.81,0.32,0.37
3/16/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,37,27.534,84.22,2021,75,19.4,33.42,25.05,5.13,26.81,0.79,2.73,231.94,0.32,0.37
3/16/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,55,27.537,84.231,2021,75,19.4,33.42,25.05,5.13,26.81,0.79,2.73,231.94,0.32,0.37
3/16/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,62,27.527,84.227,2021,75,19.4,33.42,25.05,5.13,26.81,0.79,2.73,231.94,0.32,0.37
3/16/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,76,27.531,84.221,2021,75,19.4,33.42,25.05,5.13,26.81,0.79,2.73,231.94,0.32,0.37
3/18/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,78,27.546,84.416,2021,77,17.7,33.76,25.64,5.62,28.62,0.7,2.41,182.62,0.3,0.37
3/17/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,58,27.537,84.218,2021,76,19.86,33.26,25.82,5.31,26.06,0.03,2.06,195.81,0.3,0.37
3/17/2021,bagmati,Chitwan,Chitawan National Park,99,Chitwan National Park,59,27.54,84.222,2021,76,19.86,33.26,25.82,5.31,26.06,0.03,2.06,195.81,0.3,0.37
3/18/2021,Madhes,Parsa,Chitwan National Park,99,Chitwan National Park,55,27.433,84.602,2021,77,18.82,35.01,26.67,5.13,24.81,0.07,2.56,186.62,0.24,0.36
3/18/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,71,27.366,84.87,2021,77,18.82,35.01,26.67,5.13,24.81,0.07,2.56,186.62,0.24,0.36
3/18/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,63,27.364,84.859,2021,77,18.82,35.01,26.67,5.13,24.81,0.07,2.56,186.62,0.24,0.36
3/18/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,43,27.413,84.731,2021,77,18.82,35.01,26.67,5.13,24.81,0.07,2.56,186.62,0.24,0.36
3/18/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,76,27.259,84.894,2021,77,18.82,35.01,26.67,5.13,24.81,0.07,2.56,186.62,0.24,0.36
3/18/2021,Madhes,Parsa,Parsa Wildlife Resrved Area,99,Parsa National Park,44,27.272,84.848,2021,77,18.82,35.01,26.67,5.13,24.81,0.07,2.56,186.62,0.24,0.36
